	drop_prob	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
0	0.0	0.36301901936531067	0.8454545736312866	0.8991425037384033	0.3598877191543579	0.8163265585899353	0.949999988079071
1	0.125	0.35801005363464355	0.8454545736312866	0.9038382768630981	0.3679003119468689	0.795918345451355	0.9418367147445679
2	0.25	0.35610827803611755	0.8454545736312866	0.9026132822036743	0.36965447664260864	0.8367347121238708	0.9448979496955872
3	0.375	0.35575494170188904	0.8363636136054993	0.9038382768630981	0.3773971199989319	0.795918345451355	0.9489796161651611
4	0.5	0.347445011138916	0.8454545736312866	0.9020007848739624	0.3629629909992218	0.795918345451355	0.9479591846466064
