	l2	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
0	0.0	0.3795219659805298	0.8363636136054993	0.8922009468078613	0.36293554306030273	0.8163265585899353	0.9448979496955872
1	0.0001	0.38026952743530273	0.8363636136054993	0.8981216549873352	0.3711121082305908	0.8163265585899353	0.9479591846466064
2	0.001	0.4553605616092682	0.8454545736312866	0.9011841416358948	0.45485469698905945	0.8367347121238708	0.940816342830658
3	0.01	0.6577425599098206	0.8454545736312866	0.8899551033973694	0.6457611918449402	0.8163265585899353	0.9479591250419617
4	0.1	1.2468843460083008	0.2818181812763214	0.5	1.2468608617782593	0.2857142984867096	0.5
