	depth	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
0	1	0.6961021423339844	0.33636364340782166	0.5379747152328491	0.6962689161300659	0.3265306055545807	0.5571428537368774
1	3	0.691148579120636	0.6909090876579285	0.5300122499465942	0.6916875839233398	0.6938775777816772	0.5428571701049805
2	5	0.6928560137748718	0.3636363744735718	0.5877909064292908	0.6939274668693542	0.3265306055545807	0.4979592263698578
3	7	0.6938702464103699	0.3181818127632141	0.34748876094818115	0.6940572261810303	0.40816327929496765	0.3244897723197937
