	nodes	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
0	0	0.6949101090431213	0.290909081697464	0.7766435146331787	0.694690465927124	0.30612245202064514	0.7010204195976257
1	32	0.6841675043106079	0.6818181872367859	0.7756227254867554	0.6847162842750549	0.6530612111091614	0.758163332939148
2	64	0.6805819869041443	0.6818181872367859	0.7676602602005005	0.6808240413665771	0.6938775777816772	0.7663265466690063
3	128	0.6666224598884583	0.6909090876579285	0.7758268117904663	0.6671391725540161	0.6734693646430969	0.7714285850524902
