	unfreeze_first	unfreeze_last	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
0	False	False	0.6874006986618042	0.6818181872367859	0.776439368724823	0.687981903553009	0.6734693646430969	0.7581632137298584
1	False	True	0.684475302696228	0.6545454263687134	0.7715394496917725	0.6844558715820312	0.6938775777816772	0.7612244486808777
2	True	False	0.6845226883888245	0.6727272868156433	0.7801142930984497	0.6850286722183228	0.6734693646430969	0.7530612349510193
3	True	True	0.6928072571754456	0.6181818246841431	0.7827684879302979	0.6927996873855591	0.5918367505073547	0.7204082012176514
